target_volume,shift_type,shift_type_encoded,day_of_week,is_weekend,is_peak_season,team_size,historical_spoilage_rate,inbound_ratio,has_oversized_items,base_pallets,spoilage_buffer_pallets,oversized_extra_pallets,pallets_to_order,carts_needed
3087,night,2,3,0,1,48,0.024596629443248964,0.5360050439026656,0,18,2,0,19,96
6561,morning,0,0,0,1,15,0.09719567119760449,0.7118232544676542,0,37,5,0,42,203
12768,morning,0,5,1,0,34,0.043362439668937235,0.5050335690080701,1,71,4,11,87,394
8702,night,2,5,1,1,20,0.08627860799800208,0.7017760151494256,0,49,7,0,56,269
12606,morning,0,0,0,1,49,0.0661619910349464,0.31603744746601464,0,71,6,0,77,389
50269,peak,3,3,0,0,56,0.08696324469224374,0.36730948827005083,0,280,35,0,314,1552
7995,night,2,1,0,0,56,0.13189235833560797,0.6779872039266299,0,45,8,0,55,247
8603,afternoon,1,0,0,1,29,0.07829607085315664,0.3571946214065841,0,48,5,0,53,266
58725,peak,3,3,0,0,57,0.024143458852654783,0.6418805202832103,0,327,12,0,339,1813
6222,morning,0,4,0,0,13,0.08971015835353326,0.6617868990637696,0,35,4,0,40,192
20137,morning,0,3,0,0,59,0.05908946362103815,0.6310976785939608,0,112,7,0,121,622
9793,afternoon,1,2,0,0,28,0.11337618612749663,0.709116062602767,1,55,7,7,71,303
14097,afternoon,1,4,0,1,27,0.07639141643536106,0.555808535060682,0,79,8,0,87,435
35901,peak,3,5,1,0,56,0.10896448853979707,0.7485185313617404,0,200,31,0,231,1108
8013,morning,0,5,1,1,59,0.12905851944179766,0.5847481138352373,0,45,8,0,55,248
11569,afternoon,1,1,0,0,35,0.06347287895269411,0.5539364843650355,1,65,5,10,80,357
8637,afternoon,1,1,0,0,76,0.13872534948689644,0.5546936549475212,0,48,7,0,57,267
8527,afternoon,1,3,0,0,44,0.03797754391277422,0.7560411087423086,1,48,2,5,54,264
8014,morning,0,3,0,0,15,0.09727180182718265,0.42184801789338194,0,45,5,0,51,248
13975,afternoon,1,0,0,0,12,0.02417211237574938,0.6475177211856016,0,78,2,0,79,432
8535,night,2,6,1,0,44,0.045566799902136315,0.42130789408249325,0,48,3,0,50,264
14538,morning,0,6,1,0,85,0.09605343097478902,0.34608748927388694,0,81,8,0,90,449
9200,night,2,0,0,0,73,0.025543008747331602,0.7768719388166201,0,52,2,0,53,284
15688,afternoon,1,5,1,0,14,0.032214450234603044,0.3648626897779147,1,88,3,14,105,485
7807,night,2,2,0,0,56,0.05492127138982568,0.6430966257736872,0,44,3,0,46,241
7328,night,2,6,1,0,32,0.0890764563178701,0.5122793629419302,0,41,5,0,45,227
13050,morning,0,0,0,0,75,0.021917906646937897,0.7185506833151247,0,73,2,0,75,403
17287,afternoon,1,5,1,0,84,0.07788251090933747,0.686601091518529,1,97,8,11,116,534
2641,night,2,3,0,0,68,0.09508924984941257,0.37188421227236623,0,15,2,0,16,82
20053,afternoon,1,6,1,0,51,0.06830273465987954,0.5339083720606128,0,112,9,0,120,619
52466,peak,3,3,0,0,73,0.028116776897468918,0.3137661408627383,0,292,12,0,304,1619
9066,afternoon,1,0,0,0,54,0.09330495622357055,0.5147617570320319,0,51,5,0,57,280
17361,morning,0,6,1,0,57,0.0927002476297361,0.650107911129887,1,97,9,11,117,536
5394,afternoon,1,2,0,0,83,0.08072508260414037,0.4160781069910585,0,30,3,0,34,167
27119,peak,3,5,1,0,35,0.1031774570714648,0.7050167032988222,0,151,22,0,173,837
5880,morning,0,3,0,1,35,0.04493620797839412,0.32658241309690317,0,33,2,0,35,182
7925,night,2,5,1,1,21,0.10142488908206693,0.3172831810800935,0,45,7,0,53,245
7773,night,2,2,0,0,79,0.03937456875803031,0.31372627403068015,0,44,3,0,48,240
19304,afternoon,1,3,0,0,68,0.06712323572417443,0.4400134357800916,0,108,8,0,117,596
5183,morning,0,5,1,0,55,0.028107997553431772,0.5335529043254978,1,29,2,5,35,160
5832,night,2,2,0,0,84,0.11829527984962482,0.3537235061349225,1,33,5,3,42,180
17571,morning,0,2,0,0,86,0.0845880105217929,0.798371797445453,1,98,9,14,121,543
3172,night,2,2,0,0,59,0.1365259042836426,0.7997805407500693,1,18,3,3,24,98
16517,afternoon,1,0,0,0,88,0.13307919212924973,0.5599011830728144,0,92,13,0,107,510
6423,afternoon,1,1,0,0,38,0.1398273363478222,0.5840047673647519,0,36,6,0,42,199
3531,night,2,5,1,0,41,0.03215194043386877,0.7634041898379846,0,20,2,0,24,109
12933,afternoon,1,2,0,0,57,0.09278964542439945,0.6848963896514747,0,72,8,0,79,400
15864,afternoon,1,5,1,1,23,0.06890902539609928,0.38397383920434497,0,89,9,0,99,490
7735,afternoon,1,2,0,1,71,0.08391975048843489,0.6962444575108706,0,43,5,0,49,239
7770,afternoon,1,5,1,1,30,0.05705208392039819,0.41547016654652963,1,44,4,6,56,240
8878,afternoon,1,3,0,0,79,0.025768260567011585,0.5151239133656866,0,50,2,0,51,274
3968,night,2,5,1,0,65,0.10493003235283938,0.5662541227797278,0,23,3,0,28,123
8792,afternoon,1,6,1,0,45,0.13589804885998044,0.658499649509281,0,49,7,0,57,272
11868,afternoon,1,1,0,0,18,0.0838858191301286,0.37507514886112225,0,66,6,0,72,367
15506,afternoon,1,3,0,0,53,0.05954959405542743,0.33808492739405,0,87,6,0,94,479
12464,morning,0,3,0,1,79,0.13259338984783675,0.7330616649303427,0,70,12,0,81,385
19074,morning,0,2,0,1,64,0.06375998353698273,0.7133962456435241,0,106,9,0,114,589
46933,peak,3,4,0,0,19,0.12974350312884594,0.5616326709585139,1,261,48,24,335,1449
3079,night,2,6,1,0,33,0.12268290257900849,0.631181901921078,0,18,3,0,22,96
5792,afternoon,1,1,0,0,37,0.08344532068984899,0.6596506597794243,0,33,3,0,35,179
20229,afternoon,1,3,0,0,88,0.10122472000021487,0.5382656785329523,0,113,13,0,127,625
6170,morning,0,4,0,1,74,0.10403809323387327,0.42861524279050467,1,35,5,3,44,191
7500,afternoon,1,4,0,0,57,0.0969310046032709,0.5406962036022722,1,42,5,4,53,232
5634,afternoon,1,3,0,0,55,0.03928999459663504,0.7753989954881367,0,32,2,0,34,174
15204,afternoon,1,2,0,0,73,0.10313314540481847,0.7189162567812679,0,85,10,0,96,470
15104,afternoon,1,0,0,0,47,0.020386170093402056,0.5327737496259115,1,84,2,7,94,467
21942,morning,0,3,0,0,52,0.10520441820551157,0.41278951668637165,0,122,13,0,135,678
20208,morning,0,2,0,1,90,0.0865803361550241,0.744807213951703,0,113,13,0,128,624
35661,peak,3,1,0,0,38,0.051171250657140614,0.6191205452921151,0,199,15,0,214,1101
11319,afternoon,1,2,0,0,81,0.11645172136926181,0.5023699782152466,0,63,8,0,72,350
9561,afternoon,1,4,0,0,52,0.06863347266518251,0.3558287705144945,0,54,4,0,60,296
7895,morning,0,6,1,0,16,0.0782932621539359,0.6758818186771347,1,44,4,7,55,244
7588,morning,0,6,1,0,68,0.02332094658405616,0.45848618626625953,0,43,2,0,47,235
2959,night,2,1,0,0,87,0.06815836229198313,0.6031529571419885,1,17,2,3,21,92
6880,afternoon,1,6,1,0,40,0.04008353509797918,0.5848086160273949,1,39,2,4,47,213
9335,afternoon,1,1,0,1,23,0.05313719742016924,0.6498115386171985,0,52,4,0,57,289
10704,morning,0,0,0,0,36,0.05025673984240873,0.568810553816111,1,60,4,9,72,331
10130,night,2,0,0,0,45,0.025522495248091248,0.6152057766492578,0,57,2,0,60,313
15426,morning,0,3,0,1,86,0.07525934542971416,0.34077120937292604,0,86,9,0,97,477
21045,morning,0,6,1,1,35,0.08271108957558666,0.6326393363342573,0,117,13,0,130,650
11802,afternoon,1,2,0,0,74,0.08852751544175802,0.39709544759934995,0,66,7,0,75,365
13263,morning,0,3,0,0,74,0.07546637245908258,0.4959903621913534,0,74,6,0,82,410
10388,morning,0,0,0,0,21,0.12434322728204884,0.5562672613212272,0,58,8,0,66,321
8024,afternoon,1,4,0,0,16,0.024521569413037125,0.6434385882664853,0,45,2,0,49,248
7404,afternoon,1,0,0,0,64,0.09365703269519125,0.6712136715298629,0,42,5,0,47,229
9710,night,2,2,0,0,39,0.12393580155683397,0.6524613370462329,1,54,9,8,72,300
21255,afternoon,1,4,0,0,76,0.024924828909483256,0.34755272950803334,0,119,4,0,122,656
5489,morning,0,6,1,0,56,0.07955683993090873,0.4934519855955118,0,31,3,0,35,170
7285,morning,0,3,0,0,77,0.0906832631458278,0.4403325361086836,1,41,4,5,49,225
35574,peak,3,3,0,0,60,0.042908689949201356,0.49921076218262384,0,198,12,0,210,1098
7990,afternoon,1,0,0,0,51,0.050300013059827925,0.6234365922229698,0,45,3,0,47,247
5041,night,2,0,0,0,77,0.11427120050520226,0.39646036312946187,0,29,4,0,34,156
6912,morning,0,6,1,0,19,0.08808773380514244,0.5510496842369093,1,39,4,5,50,214
13293,afternoon,1,5,1,0,38,0.05789344366904756,0.7424357855252901,0,74,5,0,81,411
9999,morning,0,3,0,1,28,0.11177062667327245,0.6655634287804485,0,56,8,0,65,309
11431,afternoon,1,6,1,0,79,0.10960586890450949,0.6626825555947251,0,64,8,0,72,353
22487,peak,3,3,0,0,55,0.06144821423700669,0.7243581890459525,0,125,11,0,137,694
34567,peak,3,1,0,0,42,0.07863771565391289,0.49962249630370487,1,193,22,29,246,1067
21581,afternoon,1,2,0,0,16,0.09974227202451165,0.6797414167025326,1,120,13,15,147,666
10200,afternoon,1,1,0,0,71,0.06118990614584191,0.32935220981400554,0,57,4,0,60,315
57483,peak,3,1,0,0,30,0.09548112932014124,0.3282134821895906,0,320,43,0,363,1774
19012,afternoon,1,3,0,0,53,0.05012884768781276,0.46589932847873095,0,106,6,0,112,587
21366,morning,0,5,1,0,34,0.05504249929859108,0.39842348305959246,1,119,7,11,136,660
18947,afternoon,1,6,1,0,88,0.057280717204933274,0.5592692918224179,1,106,7,10,125,585
16895,morning,0,6,1,0,28,0.13232657244986168,0.3916012306012167,1,94,13,11,117,522
20062,afternoon,1,2,0,0,69,0.12004065705291796,0.7877869381185864,0,112,15,0,128,620
6396,afternoon,1,3,0,1,60,0.08781991707070017,0.7255525655396604,0,36,5,0,40,198
12824,afternoon,1,1,0,0,14,0.0876646651293847,0.7912668495244911,1,72,7,9,89,396
22047,afternoon,1,1,0,0,88,0.026737582646617086,0.703881512677323,1,123,4,12,140,681
17349,morning,0,6,1,0,56,0.09794096759246139,0.7755548482669249,0,97,10,0,109,536
22175,afternoon,1,6,1,0,46,0.05937438287938983,0.4840526139188441,1,124,8,18,151,685
8273,night,2,3,0,1,13,0.09347592345560957,0.5489525389355159,1,46,7,7,61,256
18959,afternoon,1,0,0,1,58,0.12082804973254836,0.41989692060874323,1,106,17,13,136,586
17725,morning,0,0,0,0,14,0.02545979670319818,0.6179030318563834,0,99,3,0,103,547
49888,peak,3,3,0,0,40,0.09284762040931172,0.6941151509119367,0,278,37,0,316,1540
41447,peak,3,4,0,0,85,0.08770407374801156,0.549371085084289,1,231,29,20,281,1279
21451,morning,0,4,0,0,31,0.04481198662753203,0.44818641930765357,0,120,6,0,127,662
19626,morning,0,0,0,1,45,0.09757195387576148,0.553836096957963,0,110,14,0,126,606
8367,night,2,2,0,0,90,0.08658022807343492,0.3314476099281985,0,47,5,0,51,259
7197,night,2,5,1,0,51,0.11207841488267818,0.6605597259102456,0,40,6,0,45,223
31949,peak,3,1,0,0,76,0.03327422817792194,0.5258034857260109,0,178,9,0,186,986
2376,night,2,6,1,0,74,0.07323288244448248,0.7491171092751474,0,14,2,0,17,74
20818,afternoon,1,2,0,0,67,0.13975195205218074,0.7616251546330692,0,116,18,0,134,643
14874,afternoon,1,6,1,0,43,0.10271370178453645,0.3627524051823177,0,83,9,0,92,459
9741,morning,0,0,0,0,77,0.10211578671637864,0.7980554936590584,0,55,6,0,62,301
7888,morning,0,3,0,0,52,0.05814453204228116,0.7849112572624202,1,44,3,5,54,244
18554,afternoon,1,4,0,0,40,0.03126657250654196,0.6135657066274751,0,104,4,0,108,573
18627,afternoon,1,0,0,0,62,0.13393932502832248,0.7127238362532087,1,104,15,12,133,575
19150,afternoon,1,2,0,0,23,0.03265656835623126,0.30921848976759425,0,107,4,0,110,591
6977,night,2,2,0,0,55,0.13912475727251977,0.7851927698453784,0,39,7,0,45,216
11715,morning,0,5,1,0,21,0.03509371669063228,0.5281569632445255,0,66,3,0,69,362
9672,afternoon,1,6,1,0,85,0.04050888182311134,0.754850111208226,1,54,3,6,63,299
4891,morning,0,0,0,0,20,0.05700403460600385,0.4925624278593565,0,28,2,0,31,151
19181,afternoon,1,1,0,0,40,0.08148502321874458,0.6940882338701609,0,107,10,0,119,592
2696,night,2,2,0,0,40,0.11484819825329191,0.5089729287441969,1,15,3,3,20,84
15194,afternoon,1,1,0,0,72,0.13652099623218067,0.48135330730269477,0,85,13,0,98,469
39150,peak,3,1,0,0,75,0.06305898571489191,0.7733879013773473,0,218,20,0,240,1209
13830,morning,0,6,1,0,14,0.022449571187019113,0.6495557669483509,0,77,2,0,79,427
21564,afternoon,1,3,0,1,15,0.0940015427594964,0.7200405451994822,0,120,15,0,136,666
5266,morning,0,0,0,1,66,0.10529478334985236,0.5716790687483609,0,30,4,0,36,163
19012,afternoon,1,0,0,1,25,0.06769330586427999,0.7591743725790967,1,106,10,12,127,587
2446,night,2,1,0,0,88,0.042017125877170804,0.6699802284450884,0,14,2,0,16,76
5452,afternoon,1,3,0,0,39,0.05672187136856448,0.3360838253772125,0,31,2,0,35,169
5192,night,2,2,0,0,74,0.09869596511838956,0.6834353820593811,0,29,4,0,34,161
6095,morning,0,2,0,1,50,0.07930194437215621,0.309355233582102,0,34,4,0,40,189
8093,night,2,0,0,1,75,0.10921088343827048,0.7145344610299056,1,45,8,6,60,250
13724,morning,0,6,1,0,71,0.04618042934279771,0.46593302609907816,1,77,4,8,89,424
2175,night,2,6,1,0,31,0.12103827419644594,0.5991423719558753,1,13,2,2,18,68
5774,morning,0,1,0,0,39,0.03870619018360692,0.6746885091754706,0,33,2,0,34,179
15498,morning,0,3,0,0,25,0.05958985146949329,0.618482480713525,1,87,6,8,103,479
17915,afternoon,1,3,0,0,88,0.09094491558262656,0.6361851156133069,0,100,10,0,109,553
36484,peak,3,2,0,1,86,0.10842358299829635,0.746332871733255,0,203,39,0,242,1126
14848,morning,0,2,0,0,69,0.05194177654448271,0.48698599151191,0,83,5,0,87,459
17818,afternoon,1,6,1,0,50,0.13377436825782094,0.5735725749095171,0,99,14,0,112,550
7152,night,2,4,0,1,69,0.10473335398363101,0.3874643521213536,1,40,7,6,55,221
8890,afternoon,1,4,0,0,26,0.04612100381106947,0.5337715410857231,1,50,3,6,58,275
16117,morning,0,1,0,0,84,0.10709186427542844,0.37501818541222476,1,90,10,9,111,498
15129,afternoon,1,4,0,0,14,0.10356004336614696,0.6167927730507577,0,85,10,0,95,467
18343,afternoon,1,3,0,0,16,0.1103220886173871,0.462125695281895,0,102,12,0,113,567
44713,peak,3,4,0,0,53,0.1299056869671723,0.7295072402702969,1,249,46,35,332,1380
9820,night,2,0,0,0,26,0.10540606224550392,0.471788815011003,0,55,7,0,63,304
8367,afternoon,1,0,0,0,14,0.06222923514609286,0.443416946106105,0,47,4,0,53,259
55186,peak,3,5,1,0,46,0.11486209732960456,0.5456353982273572,0,307,50,0,356,1703
14774,afternoon,1,2,0,0,18,0.10350341093627513,0.3876643533928092,0,83,10,0,92,456
16660,morning,0,2,0,0,35,0.08891110230302934,0.4019030639550715,1,93,9,10,114,515
6418,morning,0,6,1,0,42,0.0624599471996271,0.6915730377061011,0,36,3,0,41,199
10920,afternoon,1,1,0,0,89,0.13052590116899354,0.5486127013484459,0,61,9,0,72,337
17267,morning,0,0,0,0,15,0.08153056913029338,0.40317097205232466,0,96,8,0,103,533
48212,peak,3,5,1,0,14,0.0953724052444682,0.3157614036197448,0,268,36,0,304,1488
2348,night,2,1,0,0,20,0.06984357056327295,0.5332387288146754,0,14,2,0,16,73
14292,morning,0,1,0,0,79,0.11369783705777434,0.6713150652016832,0,80,10,0,91,442
6375,afternoon,1,6,1,0,71,0.060924740766452684,0.4755950320954994,1,36,3,5,43,197
9998,night,2,4,0,0,22,0.11727612698107413,0.42398213483403935,1,56,8,9,72,309
55777,peak,3,2,0,1,90,0.03295297144058969,0.49818978024433686,0,310,18,0,327,1722
2064,night,2,1,0,1,47,0.10507542729495065,0.7795647723927702,1,12,2,2,18,64
19171,afternoon,1,1,0,0,83,0.07722585790772883,0.5115810470090569,1,107,9,15,130,592
8937,night,2,2,0,0,13,0.10385042755062897,0.4298190437627979,0,50,7,0,59,276
11451,afternoon,1,6,1,0,61,0.08376747716560017,0.5846212699970862,0,64,6,0,71,354
17620,afternoon,1,2,0,0,14,0.036116759324432236,0.7053718708829678,1,98,4,10,113,544
13137,morning,0,0,0,0,78,0.07723898510605104,0.31116614901169426,0,73,6,0,78,406
15820,morning,0,2,0,0,73,0.13574707647976264,0.5790508431145474,0,88,12,0,99,489
11194,afternoon,1,4,0,0,87,0.11058087214841462,0.7181562056114741,1,63,8,6,78,346
10592,morning,0,0,0,1,25,0.05602271384257366,0.40781187816460623,0,59,5,0,63,327
12158,morning,0,6,1,0,34,0.13329369774882147,0.7608414897507333,1,68,10,8,85,376
3077,night,2,5,1,0,88,0.11347355326269291,0.5888478105086951,1,18,3,3,23,95
19585,morning,0,1,0,0,27,0.06373365452937904,0.5583632187110743,1,109,7,15,131,605
11370,afternoon,1,4,0,0,29,0.0924288758931422,0.7818307587303622,0,64,7,0,70,351
11490,afternoon,1,4,0,1,24,0.07120227248436675,0.36482585760039976,1,64,6,9,79,355
53747,peak,3,0,0,0,67,0.03160284726703564,0.6700705830860253,0,299,14,0,315,1659
13706,afternoon,1,1,0,0,56,0.11672352876341888,0.7092856453616332,1,77,10,12,98,423
14932,morning,0,0,0,0,51,0.0429293750153026,0.5442782586492692,0,83,4,0,86,461
21792,afternoon,1,3,0,0,42,0.07496459553908541,0.3032378385600266,0,122,10,0,132,673
8898,night,2,3,0,0,43,0.10431657450662939,0.5621682530696597,0,50,7,0,59,275
24917,peak,3,0,0,0,12,0.13186564265922399,0.37675596441368986,0,139,26,0,165,769
12894,afternoon,1,1,0,0,46,0.02752713085364752,0.581285260845288,0,72,3,0,77,398
22269,morning,0,6,1,0,47,0.06718802681408452,0.6693093092860691,0,124,9,0,133,688
34552,peak,3,1,0,0,77,0.09375772698636264,0.565535714914442,0,192,26,0,218,1067
11417,morning,0,2,0,0,40,0.11351711665423345,0.6154010052435542,0,64,8,0,73,353
8128,afternoon,1,6,1,0,54,0.13051174113206016,0.3519727701650463,0,46,7,0,53,251
7248,afternoon,1,4,0,0,40,0.020059677806374774,0.34852286342456035,0,41,2,0,44,224
17855,morning,0,0,0,1,54,0.09533160592385331,0.7254703785527983,0,100,12,0,111,551
18942,morning,0,6,1,0,30,0.020832431023359594,0.324664930396725,1,106,3,14,122,585
21645,morning,0,4,0,0,75,0.11447063450489561,0.4421499818965055,0,121,14,0,136,668
18731,afternoon,1,6,1,1,42,0.03795999164172456,0.768848289520528,0,105,6,0,110,578
29104,peak,3,4,0,1,30,0.12735447672134312,0.5294335567499676,0,162,37,0,198,899
5590,morning,0,3,0,0,40,0.03861490828952465,0.6372692900251644,0,32,2,0,36,173
10342,night,2,3,0,0,84,0.11171947782950961,0.4108451841274737,0,58,8,0,67,320
10272,morning,0,5,1,0,18,0.054716471337674204,0.43525644014061976,0,58,4,0,61,317
10580,afternoon,1,6,1,0,69,0.0868704658196305,0.554500273726942,0,59,6,0,65,327
21351,morning,0,6,1,0,87,0.09301210821255587,0.619050024141421,0,119,12,0,131,659
41888,peak,3,0,0,0,71,0.044811277837656406,0.7802305605445912,0,233,15,0,250,1293
3774,night,2,5,1,0,62,0.05584362602312657,0.5872099852628478,0,21,2,0,23,117
20240,afternoon,1,0,0,0,61,0.03290093389246298,0.3479845489730659,0,113,4,0,118,625
10207,night,2,1,0,0,32,0.020634680645249853,0.48345966124178585,0,57,2,0,58,315
6711,afternoon,1,0,0,0,20,0.04873616462192758,0.4220837935638847,1,38,2,4,44,208
54773,peak,3,6,1,0,45,0.08192028270068445,0.4272006102876749,0,305,35,0,342,1691
5286,night,2,1,0,0,45,0.10563167113099778,0.5526937247034347,1,30,4,5,41,164
39260,peak,3,1,0,0,58,0.11522715501103183,0.45833321158573,1,219,36,22,278,1212
19994,afternoon,1,0,0,1,35,0.028371915288397054,0.444654441571012,1,112,5,12,130,617
21398,morning,0,1,0,0,39,0.052689546385866974,0.7840094804732229,0,119,7,0,128,661
9625,afternoon,1,4,0,0,57,0.11242687744899975,0.5919793130724543,0,54,7,0,61,297
8349,morning,0,1,0,0,62,0.07770426499014908,0.43088941463181885,0,47,4,0,50,258
6484,afternoon,1,4,0,0,17,0.041862438479186206,0.43793471283505436,1,37,2,4,45,201
14396,afternoon,1,4,0,0,74,0.06706568094757895,0.7055140566529605,0,80,6,0,85,445
5386,afternoon,1,4,0,0,64,0.052404102907994715,0.7432379126110501,0,30,2,0,34,167
11446,morning,0,2,0,1,75,0.026078420630506503,0.6395156026102559,0,64,3,0,68,354
6352,morning,0,5,1,1,63,0.11163525747176822,0.5157234122574118,0,36,6,0,43,197
12067,afternoon,1,6,1,0,71,0.05500323931041905,0.6822870053443713,1,68,4,8,82,373
20545,peak,3,2,0,0,52,0.13341575935196714,0.7686909456839691,0,115,22,0,138,634
19608,afternoon,1,6,1,0,22,0.12657500485352224,0.38310028368315385,0,109,15,0,124,606
8819,afternoon,1,6,1,0,15,0.10595329762804497,0.7308528241582604,0,49,6,0,57,273
4814,night,2,1,0,0,25,0.05919612646715707,0.7244113091714821,0,27,2,0,28,149
20137,afternoon,1,5,1,0,24,0.05359082632172602,0.4832509811783338,0,112,7,0,119,622
17315,morning,0,6,1,0,26,0.07703257761900817,0.44589305469338575,0,97,8,0,104,535
9046,afternoon,1,5,1,0,19,0.0625523000393169,0.5826550730392437,1,51,4,7,64,280
6376,morning,0,5,1,0,22,0.1281389988830552,0.4361468894538992,1,36,5,5,47,197
47695,peak,3,0,0,0,34,0.03481941671374815,0.372688652649998,0,265,13,0,277,1472
11887,morning,0,1,0,0,18,0.1069361090738051,0.7765394527918126,1,67,8,10,85,367
18686,afternoon,1,2,0,0,80,0.09330761531910294,0.5456828950467131,0,104,11,0,116,577
13168,morning,0,5,1,0,43,0.11675614296036414,0.5361280418801141,0,74,9,0,82,407
11374,morning,0,6,1,1,55,0.0850984792100248,0.36305157241203867,0,64,7,0,71,351
5512,night,2,5,1,0,14,0.09554488131385723,0.5520764326167604,0,31,4,0,36,171
17587,morning,0,6,1,0,55,0.1355288758359771,0.671416507697284,0,98,14,0,111,543
19544,morning,0,3,0,0,80,0.031035386323899395,0.4240231517513287,0,109,4,0,112,604
5698,afternoon,1,5,1,0,62,0.032583879058047605,0.484444328590592,0,32,2,0,34,176
14442,morning,0,5,1,0,72,0.0672329221673477,0.38945764429196483,0,81,6,0,88,446
5481,morning,0,3,0,0,62,0.07672793520811914,0.4775378565413937,0,31,3,0,36,170
5817,night,2,1,0,0,44,0.04398464504751952,0.7306407750002788,0,33,2,0,34,180
9233,night,2,2,0,0,31,0.029920135637944264,0.41853003538945066,0,52,2,0,55,285
34122,peak,3,4,0,0,41,0.02266115078769916,0.31477079900849186,0,190,7,0,198,1053
9160,night,2,2,0,0,55,0.11175107005350063,0.5681115946061537,1,51,7,8,66,283
15414,afternoon,1,1,0,0,40,0.07820688723965903,0.5897461273403218,1,86,8,12,107,476
20773,morning,0,2,0,0,32,0.1212084115799803,0.46445536210471494,0,116,15,0,132,641
7948,night,2,3,0,0,64,0.06330046820462851,0.62078437123985,0,45,4,0,48,246
2964,night,2,5,1,0,22,0.104413535603357,0.3189510135694045,0,17,3,0,20,92
3978,night,2,5,1,0,21,0.07862246268357927,0.47028687891295756,1,23,3,3,30,123
11677,afternoon,1,4,0,0,46,0.09344839983358284,0.3722859352070434,0,65,7,0,72,361
8191,morning,0,1,0,0,37,0.06442362093453385,0.4149030445107062,0,46,3,0,51,253
5869,night,2,5,1,0,55,0.029740372453680892,0.49126718736222885,1,33,2,4,41,182
5936,night,2,1,0,0,15,0.13368482986537708,0.5467052914190678,0,33,6,0,40,184
56556,peak,3,0,0,0,85,0.12033078235023371,0.34659973730081045,0,315,54,0,368,1746
12710,morning,0,6,1,1,68,0.05742701277859688,0.35065959098159494,1,71,6,9,85,393
18276,morning,0,4,0,0,50,0.13504435226527328,0.6370224288971671,1,102,14,9,125,564
20188,morning,0,6,1,1,52,0.056058647769813924,0.5020662013588515,0,113,8,0,121,623
8811,night,2,1,0,0,78,0.07315880242602443,0.38826097657735165,1,49,5,5,60,272
8464,morning,0,2,0,0,47,0.11061627928266526,0.41745853997676885,0,48,6,0,55,262
13767,morning,0,2,0,0,15,0.05708050979988565,0.6600281240415466,0,77,5,0,84,425
31213,peak,3,2,0,0,85,0.05894095743628771,0.32587942651550644,0,174,15,0,191,964
11986,morning,0,2,0,0,24,0.06920985905272004,0.5543715586852939,0,67,5,0,71,370
4992,night,2,1,0,0,81,0.07620672315231969,0.4801606202589286,0,28,3,0,33,155
19341,afternoon,1,3,0,0,18,0.034833949017611325,0.7055735725366753,0,108,4,0,111,597
5764,night,2,4,0,0,39,0.022098998962327147,0.6950535097144166,1,33,2,4,38,178
13455,afternoon,1,2,0,0,70,0.1302988631426065,0.6446008159701734,0,75,11,0,85,416
59779,peak,3,1,0,0,48,0.062382635842759174,0.4923918691753865,0,333,30,0,364,1845
21424,peak,3,5,1,0,26,0.032202632186184486,0.6156181348464903,0,120,6,0,127,662
13443,morning,0,5,1,1,41,0.11110056825680527,0.6199243731983988,0,75,11,0,88,415
18361,morning,0,1,0,0,85,0.0554072805197469,0.46609993579992015,0,103,6,0,110,567
7749,morning,0,2,0,0,23,0.04179968890417365,0.7399874405068465,0,44,2,0,45,240
15139,afternoon,1,0,0,0,41,0.13551332394327997,0.7924287657405713,0,85,13,0,99,468
3994,night,2,1,0,1,12,0.13046514697449316,0.4572199857228422,0,23,5,0,28,124
20568,afternoon,1,4,0,0,47,0.032689502952438824,0.7006136505351561,0,115,4,0,121,635
10044,afternoon,1,4,0,1,32,0.12791422517858658,0.5504541332462523,1,56,10,9,74,310
10986,morning,0,0,0,0,43,0.12690410312039302,0.5318261984317731,0,62,8,0,71,339
6595,night,2,5,1,1,74,0.09612494635021715,0.4932814524211001,0,37,6,0,44,204
25596,peak,3,5,1,0,24,0.08356856010682177,0.4460126578278173,0,143,17,0,159,790
10190,morning,0,1,0,0,48,0.04609262213615701,0.7597539310967432,0,57,3,0,62,315
12474,afternoon,1,0,0,0,55,0.03456611304870427,0.6704075209594489,0,70,3,0,74,385
11443,morning,0,1,0,0,32,0.09276428611520375,0.5203514650554,0,64,6,0,70,354
14536,afternoon,1,1,0,0,29,0.11863487080674713,0.6757823080014991,0,81,11,0,92,449
15114,afternoon,1,0,0,0,57,0.10263726254510654,0.6592998446342838,1,84,10,11,104,467
14862,morning,0,5,1,0,58,0.04169605084008272,0.43366875090622303,0,83,4,0,88,459
15944,afternoon,1,6,1,0,37,0.0548022368302052,0.38806615045598986,0,89,6,0,97,492
10079,morning,0,3,0,0,16,0.08557011046274234,0.7181495956827117,1,56,5,8,69,312
7100,afternoon,1,2,0,0,16,0.09499910210521548,0.7057031065092185,0,40,4,0,46,220
18370,afternoon,1,2,0,0,42,0.02867031350088267,0.7984313360333553,1,103,4,10,118,567
19466,morning,0,2,0,0,39,0.09368619658936149,0.3096816482974056,0,109,11,0,120,601
4183,night,2,0,0,0,88,0.10835832738363474,0.5701903433986806,0,24,4,0,30,130
5386,night,2,1,0,0,86,0.04176294183293911,0.6506613754531377,0,30,2,0,32,167
